date,product,time,item_sold,total_product_available,new_arrival
2024-03-16,Toothpaste,16:00:00,0,0,0
2024-03-16,Shampoo,13:00:00,0,0,0
2024-03-16,Bar Soap,19:00:00,0,0,0
2024-03-16,Body Lotion,15:00:00,0,0,0
2024-03-16,Shaving Cream,20:00:00,0,0,0
2024-03-16,Laundry Detergent,14:00:00,0,0,0
2024-03-16,Toilet Paper (Rolls),15:00:00,0,0,0
2024-03-16,Dishwashing Liquid,16:00:00,0,0,0
2024-03-16,Garbage Bags,12:00:00,0,0,0
2024-03-16,Air Freshener,17:00:00,0,0,0
2024-03-16,Diapers (Pack of 20),18:00:00,0,0,0
2024-03-16,Baby Wipes,14:00:00,0,0,0
2024-03-16,Baby Powder,20:00:00,0,0,0
2024-03-16,Baby Cereal,17:00:00,27,99,0
2024-03-16,Formula Milk,11:00:00,0,0,0
2024-03-16,Men's T-shirt,11:00:00,0,0,0
2024-03-16,Women's Jeans,09:00:00,0,0,0
2024-03-16,Kids' Shorts,17:00:00,0,0,0
2024-03-16,Socks (Pack of 3),20:00:00,0,0,0
2024-03-16,Cotton Towels,20:00:00,0,0,0
2024-03-16,AA Batteries (Pack),12:00:00,0,0,0
2024-03-16,USB Charging Cable,09:00:00,0,0,0
2024-03-16,LED Light Bulb,14:00:00,14,268,0
2024-03-16,Bluetooth Earphones,11:00:00,0,0,0
2024-03-16,Power Strip,13:00:00,0,0,0
2024-03-16,Chocolate Cookies,19:00:00,0,0,0
2024-03-16,Salted Chips,10:00:00,0,0,0
2024-03-16,Trail Mix,17:00:00,0,0,0
2024-03-16,Protein Bars,14:00:00,0,0,0
2024-03-16,Microwave Popcorn,14:00:00,22,95,0
2024-03-16,Notebook,18:00:00,0,0,0
2024-03-16,Ballpoint Pens,12:00:00,23,154,0
2024-03-16,Sticky Notes,15:00:00,0,0,0
2024-03-16,Gift Wrap,19:00:00,0,0,0
2024-03-16,Hand Sanitizer,15:00:00,0,0,0
2024-03-17,Basmati Rice,10:00:00,0,0,0
2024-03-17,Whole Wheat Flour,20:00:00,15,283,0
2024-03-17,Granulated Sugar,11:00:00,0,0,0
2024-03-17,Iodized Salt,20:00:00,0,0,0
2024-03-17,Sunflower Cooking Oil,09:00:00,16,217,0
2024-03-17,Instant Noodles,11:00:00,26,159,0
2024-03-17,Breakfast Cereal,10:00:00,0,0,0
2024-03-17,Peanut Butter,14:00:00,0,0,0
2024-03-17,Green Tea,12:00:00,0,0,0
2024-03-17,Instant Coffee,18:00:00,0,0,0
2024-03-17,Whole Milk,19:00:00,13,429,0
2024-03-17,Orange Juice,20:00:00,0,0,0
2024-03-17,Coca-Cola (Can),14:00:00,0,0,0
2024-03-17,Bottled Water (1L),12:00:00,0,0,0
2024-03-17,Flavored Yogurt,13:00:00,0,0,0
2024-03-17,Toothpaste,12:00:00,0,0,0
2024-03-17,Shampoo,10:00:00,0,0,0
2024-03-17,Bar Soap,20:00:00,0,0,0
2024-03-17,Body Lotion,20:00:00,0,0,0
2024-03-17,Shaving Cream,20:00:00,0,0,0
2024-03-17,Laundry Detergent,17:00:00,0,0,0
2024-03-17,Toilet Paper (Rolls),09:00:00,0,0,0
2024-03-17,Dishwashing Liquid,17:00:00,0,0,0
2024-03-17,Garbage Bags,19:00:00,0,0,0
2024-03-17,Air Freshener,19:00:00,0,0,0
2024-03-17,Diapers (Pack of 20),14:00:00,0,0,0
2024-03-17,Baby Wipes,13:00:00,0,0,0
2024-03-17,Baby Powder,17:00:00,0,0,0
2024-03-17,Baby Cereal,14:00:00,24,75,0
2024-03-17,Formula Milk,18:00:00,0,0,0
2024-03-17,Men's T-shirt,09:00:00,0,0,0
2024-03-17,Women's Jeans,15:00:00,0,0,0
2024-03-17,Kids' Shorts,13:00:00,0,0,0
2024-03-17,Socks (Pack of 3),09:00:00,0,0,0
2024-03-17,Cotton Towels,13:00:00,0,0,0
2024-03-17,AA Batteries (Pack),15:00:00,0,0,0
2024-03-17,USB Charging Cable,10:00:00,0,0,0
2024-03-17,LED Light Bulb,09:00:00,13,255,0
2024-03-17,Bluetooth Earphones,14:00:00,0,0,0
2024-03-17,Power Strip,15:00:00,0,0,0
2024-03-17,Chocolate Cookies,10:00:00,0,0,0
2024-03-17,Salted Chips,17:00:00,0,0,0
2024-03-17,Trail Mix,13:00:00,0,0,0
2024-03-17,Protein Bars,12:00:00,0,0,0
2024-03-17,Microwave Popcorn,09:00:00,23,72,0
2024-03-17,Notebook,16:00:00,0,0,0
2024-03-17,Ballpoint Pens,17:00:00,21,133,0
2024-03-17,Sticky Notes,12:00:00,0,0,0
2024-03-17,Gift Wrap,11:00:00,0,0,0
2024-03-17,Hand Sanitizer,20:00:00,0,0,0
2024-03-18,Basmati Rice,18:00:00,0,0,0
2024-03-18,Whole Wheat Flour,14:00:00,15,268,0
2024-03-18,Granulated Sugar,20:00:00,0,0,0
2024-03-18,Iodized Salt,16:00:00,0,0,0
2024-03-18,Sunflower Cooking Oil,16:00:00,8,209,0
2024-03-18,Instant Noodles,12:00:00,19,140,0
2024-03-18,Breakfast Cereal,12:00:00,0,0,0
2024-03-18,Peanut Butter,11:00:00,0,0,0
2024-03-18,Green Tea,20:00:00,0,0,0
2024-03-18,Instant Coffee,17:00:00,0,0,0
2024-03-18,Whole Milk,13:00:00,12,417,0
2024-03-18,Orange Juice,10:00:00,0,0,0
2024-03-18,Coca-Cola (Can),20:00:00,0,0,0
2024-03-18,Bottled Water (1L),12:00:00,0,0,0
2024-03-18,Flavored Yogurt,16:00:00,0,0,0
2024-03-18,Toothpaste,12:00:00,0,0,0
2024-03-18,Shampoo,16:00:00,0,0,0
2024-03-18,Bar Soap,12:00:00,0,0,0
2024-03-18,Body Lotion,18:00:00,0,0,0
2024-03-18,Shaving Cream,17:00:00,0,0,0
2024-03-18,Laundry Detergent,17:00:00,0,0,0
2024-03-18,Toilet Paper (Rolls),16:00:00,0,0,0
2024-03-18,Dishwashing Liquid,13:00:00,0,0,0
2024-03-18,Garbage Bags,19:00:00,0,0,0
2024-03-18,Air Freshener,11:00:00,0,0,0
2024-03-18,Diapers (Pack of 20),12:00:00,0,0,0
2024-03-18,Baby Wipes,14:00:00,0,0,0
2024-03-18,Baby Powder,10:00:00,0,0,0
2024-03-18,Baby Cereal,12:00:00,24,51,0
2024-03-18,Formula Milk,09:00:00,0,0,0
2024-03-18,Men's T-shirt,14:00:00,0,0,0
2024-03-18,Women's Jeans,19:00:00,0,0,0
2024-03-18,Kids' Shorts,15:00:00,0,0,0
2024-03-18,Socks (Pack of 3),11:00:00,0,0,0
2024-03-18,Cotton Towels,12:00:00,0,0,0
2024-03-18,AA Batteries (Pack),20:00:00,0,0,0
2024-03-18,USB Charging Cable,13:00:00,0,0,0
2024-03-18,LED Light Bulb,20:00:00,17,238,0
2024-03-18,Bluetooth Earphones,12:00:00,0,0,0
2024-03-18,Power Strip,20:00:00,0,0,0
2024-03-18,Chocolate Cookies,10:00:00,0,0,0
2024-03-18,Salted Chips,17:00:00,0,0,0
2024-03-18,Trail Mix,15:00:00,0,0,0
2024-03-18,Protein Bars,16:00:00,0,0,0
2024-03-18,Microwave Popcorn,18:00:00,17,55,0
2024-03-18,Notebook,18:00:00,0,0,0
2024-03-18,Ballpoint Pens,17:00:00,22,111,0
2024-03-18,Sticky Notes,15:00:00,0,0,0
2024-03-18,Gift Wrap,20:00:00,0,0,0
2024-03-18,Hand Sanitizer,18:00:00,0,0,0
2024-03-19,Basmati Rice,18:00:00,0,0,0
2024-03-19,Whole Wheat Flour,13:00:00,17,251,0
2024-03-19,Granulated Sugar,14:00:00,0,0,0
2024-03-19,Iodized Salt,10:00:00,0,0,0
2024-03-19,Sunflower Cooking Oil,18:00:00,10,199,0
2024-03-19,Instant Noodles,12:00:00,21,119,0
2024-03-19,Breakfast Cereal,16:00:00,0,0,0
2024-03-19,Peanut Butter,12:00:00,0,0,0
2024-03-19,Green Tea,15:00:00,0,0,0
2024-03-19,Instant Coffee,15:00:00,0,0,0
2024-03-19,Whole Milk,10:00:00,13,404,0
2024-03-19,Orange Juice,16:00:00,0,0,0
2024-03-19,Coca-Cola (Can),19:00:00,0,0,0
2024-03-19,Bottled Water (1L),10:00:00,0,0,0
2024-03-19,Flavored Yogurt,12:00:00,0,0,0
2024-03-19,Toothpaste,14:00:00,0,0,0
2024-03-19,Shampoo,11:00:00,0,0,0
2024-03-19,Bar Soap,17:00:00,0,0,0
2024-03-19,Body Lotion,19:00:00,0,0,0
2024-03-19,Shaving Cream,09:00:00,0,0,0
2024-03-19,Laundry Detergent,12:00:00,0,0,0
2024-03-19,Toilet Paper (Rolls),09:00:00,0,0,0
2024-03-19,Dishwashing Liquid,09:00:00,0,0,0
2024-03-19,Garbage Bags,11:00:00,0,0,0
2024-03-19,Air Freshener,20:00:00,0,0,0
2024-03-19,Diapers (Pack of 20),13:00:00,0,0,0
2024-03-19,Baby Wipes,16:00:00,0,0,0
2024-03-19,Baby Powder,11:00:00,0,0,0
2024-03-19,Baby Cereal,13:00:00,21,30,0
2024-03-19,Formula Milk,17:00:00,0,0,0
2024-03-19,Men's T-shirt,10:00:00,0,0,0
2024-03-19,Women's Jeans,14:00:00,0,0,0
2024-03-19,Kids' Shorts,18:00:00,0,0,0
2024-03-19,Socks (Pack of 3),11:00:00,0,0,0
2024-03-19,Cotton Towels,13:00:00,0,0,0
2024-03-19,AA Batteries (Pack),17:00:00,0,0,0
2024-03-19,USB Charging Cable,14:00:00,0,0,0
2024-03-19,LED Light Bulb,17:00:00,9,229,0
2024-03-19,Bluetooth Earphones,09:00:00,0,0,0
2024-03-19,Power Strip,13:00:00,0,0,0
2024-03-19,Chocolate Cookies,15:00:00,0,0,0
2024-03-19,Salted Chips,16:00:00,0,0,0
2024-03-19,Trail Mix,20:00:00,0,0,0
2024-03-19,Protein Bars,10:00:00,0,0,0
2024-03-19,Microwave Popcorn,15:00:00,15,40,0
2024-03-19,Notebook,19:00:00,0,0,0
2024-03-19,Ballpoint Pens,09:00:00,20,91,0
2024-03-19,Sticky Notes,16:00:00,0,0,0
2024-03-19,Gift Wrap,09:00:00,0,0,0
2024-03-19,Hand Sanitizer,14:00:00,0,0,0
2024-03-20,Basmati Rice,15:00:00,0,0,0
2024-03-20,Whole Wheat Flour,15:00:00,13,238,0
2024-03-20,Granulated Sugar,12:00:00,0,0,0
2024-03-20,Iodized Salt,13:00:00,0,0,0
2024-03-20,Sunflower Cooking Oil,09:00:00,13,186,0
2024-03-20,Instant Noodles,13:00:00,20,99,0
2024-03-20,Breakfast Cereal,10:00:00,0,0,0
2024-03-20,Peanut Butter,19:00:00,0,0,0
2024-03-20,Green Tea,15:00:00,0,0,0
2024-03-20,Instant Coffee,10:00:00,0,0,0
2024-03-20,Whole Milk,09:00:00,12,392,0
2024-03-20,Orange Juice,14:00:00,0,0,0
2024-03-20,Coca-Cola (Can),09:00:00,0,0,0
2024-03-20,Bottled Water (1L),11:00:00,0,0,0
2024-03-20,Flavored Yogurt,12:00:00,0,0,0
2024-03-20,Toothpaste,09:00:00,0,0,0
2024-03-20,Shampoo,17:00:00,0,0,0
2024-03-20,Bar Soap,14:00:00,0,0,0
2024-03-20,Body Lotion,15:00:00,0,0,0
2024-03-20,Shaving Cream,14:00:00,0,0,0
2024-03-20,Laundry Detergent,19:00:00,0,0,0
2024-03-20,Toilet Paper (Rolls),17:00:00,0,0,0
2024-03-20,Dishwashing Liquid,12:00:00,0,0,0
2024-03-20,Garbage Bags,14:00:00,0,0,0
2024-03-20,Air Freshener,20:00:00,0,0,0
2024-03-20,Diapers (Pack of 20),16:00:00,0,0,0
2024-03-20,Baby Wipes,10:00:00,0,0,0
2024-03-20,Baby Powder,11:00:00,0,0,0
2024-03-20,Baby Cereal,09:00:00,23,7,0
2024-03-20,Formula Milk,17:00:00,0,0,0
2024-03-20,Men's T-shirt,18:00:00,0,0,0
2024-03-20,Women's Jeans,14:00:00,0,0,0
2024-03-20,Kids' Shorts,14:00:00,0,0,0
2024-03-20,Socks (Pack of 3),15:00:00,0,0,0
2024-03-20,Cotton Towels,16:00:00,0,0,0
2024-03-20,AA Batteries (Pack),15:00:00,0,0,0
2024-03-20,USB Charging Cable,16:00:00,0,0,0
2024-03-20,LED Light Bulb,13:00:00,12,217,0
2024-03-20,Bluetooth Earphones,19:00:00,0,0,0
2024-03-20,Power Strip,15:00:00,0,0,0
2024-03-20,Chocolate Cookies,11:00:00,0,0,0
2024-03-20,Salted Chips,20:00:00,0,0,0
2024-03-20,Trail Mix,17:00:00,0,0,0
2024-03-20,Protein Bars,15:00:00,0,0,0
2024-03-20,Microwave Popcorn,15:00:00,16,24,0
2024-03-20,Notebook,20:00:00,0,0,0
2024-03-20,Ballpoint Pens,17:00:00,21,70,0
2024-03-20,Sticky Notes,18:00:00,0,0,0
2024-03-20,Gift Wrap,19:00:00,0,0,0
2024-03-20,Hand Sanitizer,11:00:00,0,0,0
2024-03-21,Basmati Rice,15:00:00,0,0,0
2024-03-21,Whole Wheat Flour,10:00:00,11,227,0
2024-03-21,Granulated Sugar,10:00:00,0,0,0
2024-03-21,Iodized Salt,13:00:00,0,0,0
2024-03-21,Sunflower Cooking Oil,20:00:00,11,175,0
2024-03-21,Instant Noodles,15:00:00,21,78,0
2024-03-21,Breakfast Cereal,16:00:00,0,0,0
2024-03-21,Peanut Butter,12:00:00,0,0,0
2024-03-21,Green Tea,17:00:00,0,0,0
2024-03-21,Instant Coffee,14:00:00,0,0,0
2024-03-21,Whole Milk,16:00:00,13,379,0
2024-03-21,Orange Juice,13:00:00,0,0,0
2024-03-21,Coca-Cola (Can),15:00:00,0,0,0
2024-03-21,Bottled Water (1L),11:00:00,0,0,0
2024-03-21,Flavored Yogurt,10:00:00,0,0,0
2024-03-21,Toothpaste,18:00:00,0,0,0
2024-03-21,Shampoo,13:00:00,0,0,0
2024-03-21,Bar Soap,13:00:00,0,0,0
2024-03-21,Body Lotion,12:00:00,0,0,0
2024-03-21,Shaving Cream,17:00:00,0,0,0
2024-03-21,Laundry Detergent,13:00:00,0,0,0
2024-03-21,Toilet Paper (Rolls),12:00:00,0,0,0
2024-03-21,Dishwashing Liquid,15:00:00,0,0,0
2024-03-21,Garbage Bags,13:00:00,0,0,0
2024-03-21,Air Freshener,09:00:00,0,0,0
2024-03-21,Diapers (Pack of 20),14:00:00,0,0,0
2024-03-21,Baby Wipes,10:00:00,0,0,0
2024-03-21,Baby Powder,12:00:00,0,0,0
2024-03-21,Baby Cereal,13:00:00,7,0,0
2024-03-21,Formula Milk,17:00:00,0,0,0
2024-03-21,Men's T-shirt,10:00:00,0,0,0
2024-03-21,Women's Jeans,14:00:00,0,0,0
2024-03-21,Kids' Shorts,12:00:00,0,0,0
2024-03-21,Socks (Pack of 3),13:00:00,0,0,0
2024-03-21,Cotton Towels,14:00:00,0,0,0
2024-03-21,AA Batteries (Pack),16:00:00,0,0,0
2024-03-21,USB Charging Cable,16:00:00,0,0,0
2024-03-21,LED Light Bulb,15:00:00,18,199,0
2024-03-21,Bluetooth Earphones,11:00:00,0,0,0
2024-03-21,Power Strip,10:00:00,0,0,0
2024-03-21,Chocolate Cookies,13:00:00,0,0,0
2024-03-21,Salted Chips,10:00:00,0,0,0
2024-03-21,Trail Mix,20:00:00,0,0,0
2024-03-21,Protein Bars,17:00:00,0,0,0
2024-03-21,Microwave Popcorn,20:00:00,16,8,0
2024-03-21,Notebook,19:00:00,0,0,0
2024-03-21,Ballpoint Pens,10:00:00,23,47,0
2024-03-21,Sticky Notes,16:00:00,0,0,0
2024-03-21,Gift Wrap,15:00:00,0,0,0
2024-03-21,Hand Sanitizer,12:00:00,0,0,0
2024-03-22,Basmati Rice,09:00:00,0,0,0
2024-03-22,Whole Wheat Flour,18:00:00,15,212,0
2024-03-22,Granulated Sugar,09:00:00,0,0,0
2024-03-22,Iodized Salt,11:00:00,0,0,0
2024-03-22,Sunflower Cooking Oil,20:00:00,12,163,0
2024-03-22,Instant Noodles,09:00:00,18,60,0
2024-03-22,Breakfast Cereal,15:00:00,0,0,0
2024-03-22,Peanut Butter,09:00:00,0,0,0
2024-03-22,Green Tea,10:00:00,0,0,0
2024-03-22,Instant Coffee,09:00:00,0,0,0
2024-03-22,Whole Milk,17:00:00,15,364,0
2024-03-22,Orange Juice,17:00:00,0,0,0
2024-03-22,Coca-Cola (Can),10:00:00,0,0,0
2024-03-22,Bottled Water (1L),18:00:00,0,0,0
2024-03-22,Flavored Yogurt,16:00:00,0,0,0
2024-03-22,Toothpaste,14:00:00,0,0,0
2024-03-22,Shampoo,20:00:00,0,0,0
2024-03-22,Bar Soap,14:00:00,0,0,0
2024-03-22,Body Lotion,12:00:00,0,0,0
2024-03-22,Shaving Cream,09:00:00,0,0,0
2024-03-22,Laundry Detergent,13:00:00,0,0,0
2024-03-22,Toilet Paper (Rolls),17:00:00,0,0,0
2024-03-22,Dishwashing Liquid,19:00:00,0,0,0
2024-03-22,Garbage Bags,11:00:00,0,0,0
2024-03-22,Air Freshener,16:00:00,0,0,0
2024-03-22,Diapers (Pack of 20),17:00:00,0,0,0
2024-03-22,Baby Wipes,10:00:00,0,0,0
2024-03-22,Baby Powder,13:00:00,0,0,0
2024-03-22,Baby Cereal,14:00:00,0,0,0
2024-03-22,Formula Milk,15:00:00,0,0,0
2024-03-22,Men's T-shirt,10:00:00,0,0,0
2024-03-22,Women's Jeans,10:00:00,0,0,0
2024-03-22,Kids' Shorts,19:00:00,0,0,0
2024-03-22,Socks (Pack of 3),10:00:00,0,0,0
2024-03-22,Cotton Towels,09:00:00,0,0,0
2024-03-22,AA Batteries (Pack),19:00:00,0,0,0
2024-03-22,USB Charging Cable,14:00:00,0,0,0
2024-03-22,LED Light Bulb,12:00:00,16,183,0
2024-03-22,Bluetooth Earphones,19:00:00,0,0,0
2024-03-22,Power Strip,19:00:00,0,0,0
2024-03-22,Chocolate Cookies,16:00:00,0,0,0
2024-03-22,Salted Chips,11:00:00,0,0,0
2024-03-22,Trail Mix,09:00:00,0,0,0
2024-03-22,Protein Bars,12:00:00,0,0,0
2024-03-22,Microwave Popcorn,20:00:00,8,0,0
2024-03-22,Notebook,13:00:00,0,0,0
2024-03-22,Ballpoint Pens,17:00:00,21,26,0
2024-03-22,Sticky Notes,17:00:00,0,0,0
2024-03-22,Gift Wrap,14:00:00,0,0,0
2024-03-22,Hand Sanitizer,14:00:00,0,0,0
2024-03-23,Basmati Rice,18:00:00,0,0,0
2024-03-23,Whole Wheat Flour,17:00:00,12,200,0
2024-03-23,Granulated Sugar,16:00:00,0,0,0
2024-03-23,Iodized Salt,20:00:00,0,0,0
2024-03-23,Sunflower Cooking Oil,15:00:00,13,150,0
2024-03-23,Instant Noodles,20:00:00,25,35,0
2024-03-23,Breakfast Cereal,19:00:00,0,0,0
2024-03-23,Peanut Butter,15:00:00,0,0,0
2024-03-23,Green Tea,16:00:00,0,0,0
2024-03-23,Instant Coffee,09:00:00,0,0,0
2024-03-23,Whole Milk,18:00:00,15,349,0
2024-03-23,Orange Juice,15:00:00,0,0,0
2024-03-23,Coca-Cola (Can),11:00:00,0,0,0
2024-03-23,Bottled Water (1L),09:00:00,0,0,0
2024-03-23,Flavored Yogurt,15:00:00,0,0,0
2024-03-23,Toothpaste,16:00:00,0,0,0
2024-03-23,Shampoo,16:00:00,0,0,0
2024-03-23,Bar Soap,09:00:00,0,0,0
2024-03-23,Body Lotion,10:00:00,0,0,0
2024-03-23,Shaving Cream,15:00:00,0,0,0
2024-03-23,Laundry Detergent,20:00:00,0,0,0
2024-03-23,Toilet Paper (Rolls),10:00:00,0,0,0
2024-03-23,Dishwashing Liquid,12:00:00,0,0,0
2024-03-23,Garbage Bags,15:00:00,0,0,0
2024-03-23,Air Freshener,10:00:00,0,0,0
2024-03-23,Diapers (Pack of 20),13:00:00,0,0,0
2024-03-23,Baby Wipes,17:00:00,0,0,0
2024-03-23,Baby Powder,09:00:00,0,0,0
2024-03-23,Baby Cereal,17:00:00,0,0,0
2024-03-23,Formula Milk,11:00:00,0,0,0
2024-03-23,Men's T-shirt,11:00:00,0,0,0
2024-03-23,Women's Jeans,09:00:00,0,0,0
2024-03-23,Kids' Shorts,12:00:00,0,0,0
2024-03-23,Socks (Pack of 3),11:00:00,0,0,0
2024-03-23,Cotton Towels,15:00:00,0,0,0
2024-03-23,AA Batteries (Pack),18:00:00,0,0,0
2024-03-23,USB Charging Cable,16:00:00,0,0,0
2024-03-23,LED Light Bulb,11:00:00,13,170,0
2024-03-23,Bluetooth Earphones,14:00:00,0,0,0
2024-03-23,Power Strip,11:00:00,0,0,0
2024-03-23,Chocolate Cookies,15:00:00,0,0,0
2024-03-23,Salted Chips,15:00:00,0,0,0
2024-03-23,Trail Mix,18:00:00,0,0,0
2024-03-23,Protein Bars,17:00:00,0,0,0
2024-03-23,Microwave Popcorn,20:00:00,0,0,0
2024-03-23,Notebook,11:00:00,0,0,0
2024-03-23,Ballpoint Pens,11:00:00,24,2,0
2024-03-23,Sticky Notes,13:00:00,0,0,0
2024-03-23,Gift Wrap,12:00:00,0,0,0
2024-03-23,Hand Sanitizer,20:00:00,0,0,0
2024-03-24,Basmati Rice,10:00:00,0,0,0
2024-03-24,Whole Wheat Flour,18:00:00,18,182,0
2024-03-24,Granulated Sugar,17:00:00,0,0,0
2024-03-24,Iodized Salt,18:00:00,0,0,0
2024-03-24,Sunflower Cooking Oil,18:00:00,11,139,0
2024-03-24,Instant Noodles,16:00:00,24,11,0
2024-03-24,Breakfast Cereal,15:00:00,0,0,0
2024-03-24,Peanut Butter,19:00:00,0,0,0
2024-03-24,Green Tea,15:00:00,0,0,0
2024-03-24,Instant Coffee,11:00:00,0,0,0
2024-03-24,Whole Milk,12:00:00,14,335,0
2024-03-24,Orange Juice,19:00:00,0,0,0
2024-03-24,Coca-Cola (Can),17:00:00,0,0,0
2024-03-24,Bottled Water (1L),11:00:00,0,0,0
2024-03-24,Flavored Yogurt,18:00:00,0,0,0
2024-03-24,Toothpaste,15:00:00,0,0,0
2024-03-24,Shampoo,10:00:00,0,0,0
2024-03-24,Bar Soap,17:00:00,0,0,0
2024-03-24,Body Lotion,10:00:00,0,0,0
2024-03-24,Shaving Cream,17:00:00,0,0,0
2024-03-24,Laundry Detergent,15:00:00,0,0,0
2024-03-24,Toilet Paper (Rolls),20:00:00,0,0,0
2024-03-24,Dishwashing Liquid,19:00:00,0,0,0
2024-03-24,Garbage Bags,20:00:00,0,0,0
2024-03-24,Air Freshener,19:00:00,0,0,0
2024-03-24,Diapers (Pack of 20),20:00:00,0,0,0
2024-03-24,Baby Wipes,11:00:00,0,0,0
2024-03-24,Baby Powder,19:00:00,0,0,0
2024-03-24,Baby Cereal,19:00:00,0,0,0
2024-03-24,Formula Milk,12:00:00,0,0,0
2024-03-24,Men's T-shirt,14:00:00,0,0,0
2024-03-24,Women's Jeans,16:00:00,0,0,0
2024-03-24,Kids' Shorts,18:00:00,0,0,0
2024-03-24,Socks (Pack of 3),09:00:00,0,0,0
2024-03-24,Cotton Towels,13:00:00,0,0,0
2024-03-24,AA Batteries (Pack),17:00:00,0,0,0
2024-03-24,USB Charging Cable,16:00:00,0,0,0
2024-03-24,LED Light Bulb,19:00:00,17,153,0
2024-03-24,Bluetooth Earphones,17:00:00,0,0,0
2024-03-24,Power Strip,13:00:00,0,0,0
2024-03-24,Chocolate Cookies,10:00:00,0,0,0
2024-03-24,Salted Chips,13:00:00,0,0,0
2024-03-24,Trail Mix,15:00:00,0,0,0
2024-03-24,Protein Bars,15:00:00,0,0,0
2024-03-24,Microwave Popcorn,20:00:00,0,0,0
2024-03-24,Notebook,18:00:00,0,0,0
2024-03-24,Ballpoint Pens,09:00:00,2,0,0
2024-03-24,Sticky Notes,11:00:00,0,0,0
2024-03-24,Gift Wrap,10:00:00,0,0,0
2024-03-24,Hand Sanitizer,12:00:00,0,0,0
2024-03-25,Basmati Rice,17:00:00,0,0,0
2024-03-25,Whole Wheat Flour,17:00:00,16,166,0
2024-03-25,Granulated Sugar,20:00:00,0,0,0
2024-03-25,Iodized Salt,12:00:00,0,0,0
2024-03-25,Sunflower Cooking Oil,19:00:00,11,128,0
2024-03-25,Instant Noodles,11:00:00,11,0,0
2024-03-25,Breakfast Cereal,17:00:00,0,0,0
2024-03-25,Peanut Butter,13:00:00,0,0,0
2024-03-25,Green Tea,11:00:00,0,0,0
2024-03-25,Instant Coffee,11:00:00,0,0,0
2024-03-25,Whole Milk,09:00:00,8,327,0
2024-03-25,Orange Juice,14:00:00,0,0,0
2024-03-25,Coca-Cola (Can),18:00:00,0,0,0
2024-03-25,Bottled Water (1L),17:00:00,0,0,0
2024-03-25,Flavored Yogurt,10:00:00,0,0,0
2024-03-25,Toothpaste,19:00:00,0,0,0
2024-03-25,Shampoo,19:00:00,0,0,0
2024-03-25,Bar Soap,19:00:00,0,0,0
2024-03-25,Body Lotion,14:00:00,0,0,0
2024-03-25,Shaving Cream,16:00:00,0,0,0
2024-03-25,Laundry Detergent,10:00:00,0,0,0
2024-03-25,Toilet Paper (Rolls),13:00:00,0,0,0
2024-03-25,Dishwashing Liquid,13:00:00,0,0,0
2024-03-25,Garbage Bags,12:00:00,0,0,0
2024-03-25,Air Freshener,09:00:00,0,0,0
2024-03-25,Diapers (Pack of 20),16:00:00,0,0,0
2024-03-25,Baby Wipes,09:00:00,0,0,0
2024-03-25,Baby Powder,13:00:00,0,0,0
2024-03-25,Baby Cereal,11:00:00,0,0,0
2024-03-25,Formula Milk,14:00:00,0,0,0
2024-03-25,Men's T-shirt,13:00:00,0,0,0
2024-03-25,Women's Jeans,18:00:00,0,0,0
2024-03-25,Kids' Shorts,11:00:00,0,0,0
2024-03-25,Socks (Pack of 3),12:00:00,0,0,0
2024-03-25,Cotton Towels,18:00:00,0,0,0
2024-03-25,AA Batteries (Pack),13:00:00,0,0,0
2024-03-25,USB Charging Cable,14:00:00,0,0,0
2024-03-25,LED Light Bulb,10:00:00,17,136,0
2024-03-25,Bluetooth Earphones,11:00:00,0,0,0
2024-03-25,Power Strip,18:00:00,0,0,0
2024-03-25,Chocolate Cookies,18:00:00,0,0,0
2024-03-25,Salted Chips,20:00:00,0,0,0
2024-03-25,Trail Mix,15:00:00,0,0,0
2024-03-25,Protein Bars,14:00:00,0,0,0
2024-03-25,Microwave Popcorn,12:00:00,0,0,0
2024-03-25,Notebook,12:00:00,0,0,0
2024-03-25,Ballpoint Pens,16:00:00,0,0,0
2024-03-25,Sticky Notes,12:00:00,0,0,0
2024-03-25,Gift Wrap,13:00:00,0,0,0
2024-03-25,Hand Sanitizer,20:00:00,0,0,0
2024-03-26,Basmati Rice,20:00:00,0,0,0
2024-03-26,Whole Wheat Flour,14:00:00,13,153,0
2024-03-26,Granulated Sugar,14:00:00,0,0,0
2024-03-26,Iodized Salt,11:00:00,0,0,0
2024-03-26,Sunflower Cooking Oil,12:00:00,10,118,0
2024-03-26,Instant Noodles,19:00:00,0,0,0
2024-03-26,Breakfast Cereal,17:00:00,0,0,0
2024-03-26,Peanut Butter,18:00:00,0,0,0
2024-03-26,Green Tea,15:00:00,0,0,0
2024-03-26,Instant Coffee,17:00:00,0,0,0
2024-03-26,Whole Milk,19:00:00,7,320,0
2024-03-26,Orange Juice,17:00:00,0,0,0
2024-03-26,Coca-Cola (Can),17:00:00,0,0,0
2024-03-26,Bottled Water (1L),16:00:00,0,0,0
2024-03-26,Flavored Yogurt,10:00:00,0,0,0
2024-03-26,Toothpaste,13:00:00,0,0,0
2024-03-26,Shampoo,13:00:00,0,0,0
2024-03-26,Bar Soap,12:00:00,0,0,0
2024-03-26,Body Lotion,10:00:00,0,0,0
2024-03-26,Shaving Cream,20:00:00,0,0,0
