date,item_id,item_name,category,stock_sold,price,promo,item_replaced,new_item_added
2024-12-03,9,Tea,Beverage,54,99.12,0,0,0
2024-08-15,7,Soap,Personal Care,43,56.33,1,0,0
2024-05-21,9,Tea,Beverage,68,41.84,0,0,0
2024-06-23,8,Milk,Dairy,39,99.13,0,0,0
2024-09-18,8,Milk,Dairy,19,60.93,0,0,0
2024-03-02,0,Rice,Grocery,72,75.98,0,1,0
2024-10-22,8,Milk,Dairy,48,78.07,1,0,0
2024-01-21,0,Rice,Grocery,53,16.55,1,0,0
2024-08-22,6,Shampoo,Personal Care,42,94.59,1,0,0
2024-07-23,7,Soap,Personal Care,61,90.73,1,0,0
2024-03-29,5,Toothpaste,Personal Care,57,22.18,0,0,0
2024-10-31,1,Wheat Flour,Grocery,75,18.01,1,0,0
2024-02-16,8,Milk,Dairy,71,38.69,1,0,0
2024-04-24,6,Shampoo,Personal Care,59,98.11,1,0,0
2024-05-17,7,Soap,Personal Care,44,70.52,0,0,0
2024-03-13,7,Soap,Personal Care,68,81.59,0,0,0
2024-10-02,0,Rice,Grocery,96,60.54,1,0,0
2024-02-13,1,Wheat Flour,Grocery,30,14.23,0,0,0
2024-06-30,2,Sugar,Grocery,34,66.28,0,0,0
2024-06-06,4,Cooking Oil,Grocery,31,30.93,1,0,0
2024-09-08,2,Sugar,Grocery,41,21.35,1,0,0
2024-07-21,6,Shampoo,Personal Care,35,89.18,1,0,0
2024-05-06,9,Tea,Beverage,35,13.5,0,0,0
2024-04-05,8,Milk,Dairy,68,41.71,0,0,0
2024-10-23,5,Toothpaste,Personal Care,41,47.62,0,0,0
2024-12-04,1,Wheat Flour,Grocery,57,91.36,0,0,0
2024-01-29,0,Rice,Grocery,58,56.05,1,0,0
2024-08-23,3,Salt,Grocery,42,26.59,0,0,0
2024-12-02,0,Rice,Grocery,48,69.58,0,0,0
2024-03-09,9,Tea,Beverage,56,53.52,0,0,0
2024-11-24,5,Toothpaste,Personal Care,46,60.5,1,0,0
2024-08-26,0,Rice,Grocery,54,58.0,1,0,0
2024-03-27,0,Rice,Grocery,65,34.28,1,0,0
2024-05-31,4,Cooking Oil,Grocery,60,89.93,1,0,0
2024-08-30,3,Salt,Grocery,38,47.0,0,0,0
2024-03-11,8,Milk,Dairy,37,48.54,1,0,0
2024-09-20,9,Tea,Beverage,66,90.32,0,0,0
2024-10-18,6,Shampoo,Personal Care,48,78.49,1,0,0
2024-07-05,1,Wheat Flour,Grocery,35,62.06,1,0,0
2024-03-25,4,Cooking Oil,Grocery,67,59.88,1,0,0
2024-02-21,8,Milk,Dairy,70,24.27,0,0,0
2024-09-09,8,Milk,Dairy,55,30.96,0,1,0
2024-03-08,0,Rice,Grocery,64,56.72,0,0,0
2024-02-13,9,Tea,Beverage,52,29.34,0,0,0
2024-05-09,3,Salt,Grocery,33,10.13,0,0,0
2024-08-08,3,Salt,Grocery,37,29.44,1,0,0
2024-03-26,5,Toothpaste,Personal Care,68,18.37,1,0,0
2024-04-02,5,Toothpaste,Personal Care,48,54.8,1,0,0
2024-04-30,0,Rice,Grocery,86,10.89,0,0,0
2024-01-26,9,Tea,Beverage,49,98.2,0,0,0
2024-07-15,2,Sugar,Grocery,72,38.38,1,0,0
2024-01-05,0,Rice,Grocery,62,89.85,0,0,0
2024-05-18,8,Milk,Dairy,48,75.95,1,0,0
2024-09-14,3,Salt,Grocery,41,29.03,0,0,0
2024-11-07,7,Soap,Personal Care,59,43.91,1,0,0
2024-10-26,1,Wheat Flour,Grocery,45,84.14,0,0,0
2024-07-02,1,Wheat Flour,Grocery,54,70.87,0,0,0
2024-09-28,2,Sugar,Grocery,71,40.49,0,0,0
2024-10-04,6,Shampoo,Personal Care,70,88.01,0,0,0
2024-01-03,7,Soap,Personal Care,45,34.42,0,0,0
2024-05-07,6,Shampoo,Personal Care,47,80.23,0,0,0
2024-01-23,9,Tea,Beverage,57,84.03,1,0,0
2024-01-06,5,Toothpaste,Personal Care,64,90.65,0,0,0
2024-11-24,0,Rice,Grocery,66,18.95,1,1,0
2024-05-28,6,Shampoo,Personal Care,71,25.29,1,0,0
2024-01-19,3,Salt,Grocery,46,48.61,1,0,0
2024-08-03,0,Rice,Grocery,44,26.12,0,0,0
2024-12-21,2,Sugar,Grocery,32,34.66,0,0,0
2024-12-29,8,Milk,Dairy,16,88.61,1,1,0
2024-05-23,4,Cooking Oil,Grocery,64,56.34,1,0,0
2024-11-04,7,Soap,Personal Care,59,78.97,0,0,0
2024-08-09,0,Rice,Grocery,64,59.56,1,0,0
2024-11-12,8,Milk,Dairy,59,91.67,1,0,0
2024-12-01,2,Sugar,Grocery,50,85.64,0,0,0
2024-09-01,1,Wheat Flour,Grocery,40,34.72,1,0,1
2024-11-01,3,Salt,Grocery,54,26.17,1,0,0
2024-12-26,3,Salt,Grocery,28,79.34,1,0,0
2024-07-05,6,Shampoo,Personal Care,81,86.5,0,0,0
2024-02-12,3,Salt,Grocery,38,92.29,1,0,0
2024-08-07,5,Toothpaste,Personal Care,60,86.05,0,0,0
2024-04-02,7,Soap,Personal Care,38,44.24,1,0,0
2024-02-14,2,Sugar,Grocery,67,19.59,0,0,0
2024-10-20,3,Salt,Grocery,49,81.15,0,0,0
2024-03-17,7,Soap,Personal Care,45,15.61,0,0,0
2024-01-02,7,Soap,Personal Care,45,49.61,0,0,0
2024-05-31,7,Soap,Personal Care,54,61.9,1,1,0
2024-06-13,8,Milk,Dairy,47,96.53,0,0,0
2024-10-17,2,Sugar,Grocery,57,98.27,1,0,0
2024-11-25,0,Rice,Grocery,52,35.04,1,0,0
2024-07-22,8,Milk,Dairy,35,70.45,0,0,0
2024-03-30,0,Rice,Grocery,46,34.48,0,0,0
2024-08-23,7,Soap,Personal Care,49,10.95,0,0,0
2024-10-28,2,Sugar,Grocery,38,24.77,0,0,0
2024-07-29,2,Sugar,Grocery,44,29.77,0,0,0
2024-09-03,8,Milk,Dairy,52,85.15,1,0,0
2024-12-18,6,Shampoo,Personal Care,89,42.34,0,0,0
2024-08-21,8,Milk,Dairy,57,60.19,1,0,0
2024-09-21,4,Cooking Oil,Grocery,38,47.0,0,0,0
2024-06-20,3,Salt,Grocery,40,69.08,0,0,0
2024-11-13,7,Soap,Personal Care,48,66.36,1,1,0
2024-06-25,2,Sugar,Grocery,21,12.58,1,0,0
2024-04-22,7,Soap,Personal Care,57,11.29,0,0,0
2024-10-27,6,Shampoo,Personal Care,42,99.35,1,0,0
2024-01-03,2,Sugar,Grocery,30,97.26,0,0,0
2024-08-25,6,Shampoo,Personal Care,50,11.28,1,0,0
2024-11-18,6,Shampoo,Personal Care,62,24.66,1,0,0
2024-09-20,5,Toothpaste,Personal Care,25,96.93,0,0,0
2024-01-15,7,Soap,Personal Care,62,25.6,0,0,0
2024-04-23,1,Wheat Flour,Grocery,61,78.95,0,0,0
2024-03-11,1,Wheat Flour,Grocery,82,25.12,0,0,0
2024-02-01,2,Sugar,Grocery,59,23.89,0,0,1
2024-10-30,5,Toothpaste,Personal Care,48,93.93,1,0,0
2024-09-03,1,Wheat Flour,Grocery,59,19.39,1,0,0
2024-11-17,1,Wheat Flour,Grocery,27,81.52,0,0,0
2024-10-21,5,Toothpaste,Personal Care,57,13.27,1,0,0
2024-10-18,0,Rice,Grocery,84,26.96,1,0,0
2024-01-12,5,Toothpaste,Personal Care,48,86.77,0,0,0
2024-12-04,7,Soap,Personal Care,62,50.36,1,0,0
2024-12-01,3,Salt,Grocery,26,73.12,1,0,1
2024-08-01,8,Milk,Dairy,50,79.25,0,0,1
2024-12-26,4,Cooking Oil,Grocery,20,97.64,0,0,0
2024-12-01,9,Tea,Beverage,62,73.35,0,0,0
2024-11-04,9,Tea,Beverage,49,88.04,0,0,0
2024-12-10,0,Rice,Grocery,41,64.34,0,0,0
2024-07-18,5,Toothpaste,Personal Care,54,64.91,1,0,0
2024-01-20,0,Rice,Grocery,37,36.39,1,0,0
2024-11-04,5,Toothpaste,Personal Care,45,21.59,0,0,0
2024-09-30,0,Rice,Grocery,42,43.84,1,0,0
2024-07-01,3,Salt,Grocery,31,14.54,0,0,1
2024-01-29,2,Sugar,Grocery,48,57.94,1,0,0
2024-05-09,8,Milk,Dairy,43,43.38,1,0,0
2024-07-26,6,Shampoo,Personal Care,58,19.49,0,0,0
2024-01-13,3,Salt,Grocery,32,76.67,0,0,0
2024-05-06,6,Shampoo,Personal Care,20,69.1,0,0,0
2024-09-01,0,Rice,Grocery,57,61.14,1,0,0
2024-01-04,8,Milk,Dairy,42,37.99,0,0,0
2024-10-11,6,Shampoo,Personal Care,57,17.93,1,0,0
2024-01-21,7,Soap,Personal Care,46,60.26,0,0,0
2024-09-28,0,Rice,Grocery,46,78.36,0,0,0
2024-04-05,7,Soap,Personal Care,36,77.39,0,0,0
2024-03-29,2,Sugar,Grocery,49,49.32,0,0,0
2024-12-18,1,Wheat Flour,Grocery,63,17.16,0,0,0
2024-01-28,3,Salt,Grocery,53,92.88,1,0,0
2024-08-28,2,Sugar,Grocery,61,97.0,0,0,0
2024-11-24,3,Salt,Grocery,60,18.03,0,0,0
2024-03-31,1,Wheat Flour,Grocery,31,60.88,1,0,0
2024-11-12,7,Soap,Personal Care,44,91.73,1,0,0
2024-10-26,0,Rice,Grocery,46,73.8,1,0,0
2024-06-08,8,Milk,Dairy,64,46.61,0,0,0
2024-08-08,4,Cooking Oil,Grocery,48,52.76,1,0,0
2024-01-26,7,Soap,Personal Care,29,95.46,0,0,0
2024-08-11,1,Wheat Flour,Grocery,55,57.92,1,0,0
2024-09-06,3,Salt,Grocery,16,70.37,1,0,0
2024-03-20,4,Cooking Oil,Grocery,69,16.0,1,0,0
2024-09-01,7,Soap,Personal Care,26,26.36,0,0,0
2024-03-15,2,Sugar,Grocery,51,44.26,1,0,0
2024-02-13,8,Milk,Dairy,57,75.93,1,0,0
2024-09-05,4,Cooking Oil,Grocery,53,15.94,1,0,0
2024-10-30,2,Sugar,Grocery,42,40.03,1,0,0
2024-12-24,6,Shampoo,Personal Care,20,75.95,0,0,0
2024-02-21,7,Soap,Personal Care,57,71.21,0,0,0
2024-05-02,0,Rice,Grocery,31,27.62,0,0,0
2024-03-29,9,Tea,Beverage,46,32.23,0,0,0
2024-05-17,8,Milk,Dairy,49,18.34,1,0,0
2024-10-01,5,Toothpaste,Personal Care,37,43.51,1,0,1
2024-05-15,2,Sugar,Grocery,55,16.08,0,0,0
2024-07-17,5,Toothpaste,Personal Care,32,53.54,1,0,0
2024-11-17,6,Shampoo,Personal Care,44,90.56,1,0,0
2024-04-27,6,Shampoo,Personal Care,51,36.82,1,0,0
2024-03-13,5,Toothpaste,Personal Care,28,50.53,0,0,0
2024-12-27,5,Toothpaste,Personal Care,54,15.72,0,0,0
2024-12-12,8,Milk,Dairy,38,13.4,1,0,0
2024-01-19,2,Sugar,Grocery,58,87.26,0,0,0
2024-08-23,9,Tea,Beverage,53,58.2,0,0,0
2024-11-09,0,Rice,Grocery,75,50.12,1,0,0
2024-08-09,4,Cooking Oil,Grocery,50,40.75,0,0,0
2024-07-07,3,Salt,Grocery,68,45.63,1,0,0
2024-12-24,1,Wheat Flour,Grocery,69,31.1,1,0,0
2024-11-30,8,Milk,Dairy,68,62.68,1,0,0
2024-02-16,7,Soap,Personal Care,36,38.38,1,0,0
2024-08-03,5,Toothpaste,Personal Care,67,27.28,0,0,0
2024-11-13,1,Wheat Flour,Grocery,51,53.38,0,0,0
2024-12-01,4,Cooking Oil,Grocery,40,46.42,0,0,0
2024-10-09,1,Wheat Flour,Grocery,96,77.03,0,0,0
2024-01-31,1,Wheat Flour,Grocery,37,98.41,0,0,0
2024-11-07,8,Milk,Dairy,38,32.54,0,0,0
2024-06-23,0,Rice,Grocery,47,85.98,1,0,0
2024-02-04,5,Toothpaste,Personal Care,42,88.91,0,0,0
2024-11-22,3,Salt,Grocery,39,34.17,0,0,0
2024-12-19,2,Sugar,Grocery,47,95.52,0,0,0
2024-07-20,6,Shampoo,Personal Care,78,17.34,1,0,0
2024-01-19,8,Milk,Dairy,54,95.55,1,0,0
2024-03-21,5,Toothpaste,Personal Care,60,11.89,0,0,0
2024-07-05,5,Toothpaste,Personal Care,49,26.8,0,0,0
2024-03-01,8,Milk,Dairy,59,92.11,0,0,0
2024-09-15,1,Wheat Flour,Grocery,46,98.32,0,0,0
2024-05-07,2,Sugar,Grocery,79,56.5,1,0,0
2024-10-22,1,Wheat Flour,Grocery,33,25.45,1,0,0
2024-07-08,3,Salt,Grocery,24,89.49,1,0,0
2024-12-05,4,Cooking Oil,Grocery,53,53.97,1,1,0
2024-04-25,4,Cooking Oil,Grocery,57,59.73,0,0,0
2024-03-16,2,Sugar,Grocery,50,45.88,1,0,0
2024-02-10,5,Toothpaste,Personal Care,45,17.7,1,0,0
2024-01-22,8,Milk,Dairy,50,66.65,1,0,0
2024-03-12,5,Toothpaste,Personal Care,38,82.03,1,0,0
2024-02-06,0,Rice,Grocery,38,61.87,0,0,0
2024-04-01,1,Wheat Flour,Grocery,6,95.11,0,0,0
2024-10-14,0,Rice,Grocery,64,97.19,1,0,0
2024-12-02,3,Salt,Grocery,81,55.71,1,0,0
2024-02-02,7,Soap,Personal Care,43,24.73,1,0,0
2024-10-07,9,Tea,Beverage,18,43.06,0,0,0
2024-04-08,6,Shampoo,Personal Care,55,18.69,0,0,0
2024-02-09,3,Salt,Grocery,38,46.79,1,1,0
2024-10-06,5,Toothpaste,Personal Care,29,27.54,1,0,0
2024-12-05,9,Tea,Beverage,41,33.64,1,0,0
2024-01-04,7,Soap,Personal Care,45,66.1,1,0,0
2024-08-04,1,Wheat Flour,Grocery,55,21.9,0,0,0
2024-11-26,4,Cooking Oil,Grocery,16,19.06,1,0,0
2024-06-29,7,Soap,Personal Care,56,70.88,0,0,0
2024-06-10,5,Toothpaste,Personal Care,57,29.85,0,0,0
2024-07-13,4,Cooking Oil,Grocery,6,44.45,1,0,0
2024-11-30,4,Cooking Oil,Grocery,67,35.67,0,0,0
2024-05-05,9,Tea,Beverage,46,36.0,1,0,0
2024-04-14,5,Toothpaste,Personal Care,50,92.2,1,0,0
2024-10-28,4,Cooking Oil,Grocery,44,20.16,0,0,0
2024-07-01,1,Wheat Flour,Grocery,78,25.72,1,0,1
2024-11-25,1,Wheat Flour,Grocery,70,15.54,0,0,0
2024-04-13,7,Soap,Personal Care,63,44.55,0,0,0
2024-07-15,9,Tea,Beverage,44,80.42,0,0,0
2024-12-14,1,Wheat Flour,Grocery,30,88.89,1,0,0
2024-05-27,1,Wheat Flour,Grocery,53,82.34,0,0,0
2024-09-08,5,Toothpaste,Personal Care,56,66.55,0,0,0
2024-06-05,1,Wheat Flour,Grocery,37,82.24,1,0,0
2024-10-30,9,Tea,Beverage,41,29.22,1,0,0
2024-06-12,0,Rice,Grocery,52,65.36,0,0,0
2024-06-21,8,Milk,Dairy,48,25.14,1,0,0
2024-04-01,9,Tea,Beverage,38,39.72,1,0,0
2024-10-28,1,Wheat Flour,Grocery,67,35.82,0,0,0
2024-09-05,1,Wheat Flour,Grocery,63,14.96,0,0,0
2024-09-01,4,Cooking Oil,Grocery,79,56.69,0,0,0
2024-06-06,7,Soap,Personal Care,30,15.63,1,0,0
2024-01-05,1,Wheat Flour,Grocery,70,52.5,0,0,0
2024-10-10,8,Milk,Dairy,69,69.76,0,0,0
2024-10-01,1,Wheat Flour,Grocery,52,58.62,1,0,0
2024-12-27,1,Wheat Flour,Grocery,37,10.02,1,0,0
2024-08-11,6,Shampoo,Personal Care,57,27.28,1,0,0
2024-06-28,2,Sugar,Grocery,33,76.42,1,0,0
2024-10-09,0,Rice,Grocery,60,31.88,0,1,0
2024-03-08,4,Cooking Oil,Grocery,70,83.17,0,1,0
2024-01-15,6,Shampoo,Personal Care,57,46.81,0,0,0
2024-10-05,8,Milk,Dairy,50,98.33,1,0,0
2024-09-20,8,Milk,Dairy,60,65.3,1,0,0
2024-04-27,1,Wheat Flour,Grocery,48,71.83,1,0,0
2024-09-29,1,Wheat Flour,Grocery,49,94.94,1,0,0
2024-04-26,3,Salt,Grocery,52,10.34,0,0,0
2024-07-27,7,Soap,Personal Care,50,42.15,0,0,0
2024-11-22,7,Soap,Personal Care,79,34.1,1,0,0
2024-02-17,0,Rice,Grocery,54,30.97,0,0,0
2024-07-16,9,Tea,Beverage,56,59.37,1,0,0
2024-10-10,2,Sugar,Grocery,18,95.05,1,0,0
2024-07-22,9,Tea,Beverage,45,75.64,0,0,0
2024-01-17,1,Wheat Flour,Grocery,28,14.08,1,0,0
2024-07-12,5,Toothpaste,Personal Care,63,66.31,0,0,0
2024-01-20,8,Milk,Dairy,56,65.64,0,0,0
2024-12-20,3,Salt,Grocery,47,67.33,0,0,0
2024-06-22,7,Soap,Personal Care,58,84.96,1,0,0
2024-12-28,2,Sugar,Grocery,69,19.28,0,0,0
2024-09-13,3,Salt,Grocery,58,16.06,1,0,0
2024-06-26,1,Wheat Flour,Grocery,40,82.51,1,0,0
2024-07-08,0,Rice,Grocery,56,99.8,0,0,0
2024-11-21,3,Salt,Grocery,57,42.63,0,0,0
2024-11-07,1,Wheat Flour,Grocery,62,52.36,0,0,0
2024-12-16,6,Shampoo,Personal Care,50,82.15,1,0,0
2024-09-10,7,Soap,Personal Care,55,19.31,0,0,0
2024-10-21,1,Wheat Flour,Grocery,42,20.51,0,0,0
2024-11-09,2,Sugar,Grocery,44,58.39,0,0,0
2024-02-03,7,Soap,Personal Care,16,66.18,1,0,0
2024-06-26,4,Cooking Oil,Grocery,48,40.37,0,0,0
2024-01-30,6,Shampoo,Personal Care,29,19.16,1,0,0
2024-02-14,4,Cooking Oil,Grocery,49,71.96,1,1,0
2024-06-07,5,Toothpaste,Personal Care,34,53.91,0,0,0
2024-12-30,3,Salt,Grocery,64,15.93,0,0,0
2024-08-28,7,Soap,Personal Care,42,38.41,1,0,0
2024-05-13,7,Soap,Personal Care,53,11.09,0,0,0
2024-03-26,1,Wheat Flour,Grocery,44,63.37,1,0,0
2024-07-21,7,Soap,Personal Care,65,14.43,1,0,0
2024-10-10,6,Shampoo,Personal Care,84,42.11,0,0,0
2024-08-30,4,Cooking Oil,Grocery,35,43.0,0,0,0
2024-04-23,4,Cooking Oil,Grocery,47,46.64,0,0,0
2024-07-22,2,Sugar,Grocery,38,46.96,1,0,0
2024-02-08,5,Toothpaste,Personal Care,47,27.16,1,0,0
2024-11-04,4,Cooking Oil,Grocery,40,48.44,0,0,0
2024-03-10,3,Salt,Grocery,58,89.58,1,0,0
2024-10-26,3,Salt,Grocery,66,49.4,0,0,0
2024-11-22,6,Shampoo,Personal Care,48,56.13,0,0,0
2024-02-01,1,Wheat Flour,Grocery,50,64.96,1,0,0
2024-02-03,4,Cooking Oil,Grocery,50,30.9,0,0,0
2024-10-06,3,Salt,Grocery,39,68.75,1,0,0
2024-09-18,4,Cooking Oil,Grocery,26,88.03,0,0,0
2024-09-13,9,Tea,Beverage,55,31.15,0,0,0
2024-09-27,5,Toothpaste,Personal Care,53,51.46,0,0,0
2024-09-27,4,Cooking Oil,Grocery,48,25.2,0,0,0
2024-04-16,2,Sugar,Grocery,69,73.5,1,0,0
2024-07-11,3,Salt,Grocery,43,67.96,0,0,0
2024-02-25,6,Shampoo,Personal Care,59,21.81,0,0,0
2024-02-17,2,Sugar,Grocery,51,94.52,0,0,0
2024-04-15,3,Salt,Grocery,34,75.63,1,0,0
2024-09-11,6,Shampoo,Personal Care,55,27.75,1,0,0
2024-09-14,0,Rice,Grocery,33,63.64,1,0,0
2024-04-27,4,Cooking Oil,Grocery,64,96.94,1,0,0
2024-08-05,5,Toothpaste,Personal Care,46,37.69,1,0,0
2024-03-28,0,Rice,Grocery,34,67.26,0,0,0
2024-01-17,0,Rice,Grocery,74,67.16,0,0,0
2024-04-28,4,Cooking Oil,Grocery,43,84.0,1,0,0
2024-07-20,5,Toothpaste,Personal Care,34,62.92,0,0,0
2024-10-21,0,Rice,Grocery,67,57.1,0,0,0
2024-08-24,2,Sugar,Grocery,66,93.42,0,0,0
2024-02-05,3,Salt,Grocery,78,41.11,1,0,0
2024-02-22,7,Soap,Personal Care,82,19.63,0,0,0
2024-01-23,6,Shampoo,Personal Care,55,37.86,1,0,0
2024-03-26,8,Milk,Dairy,73,60.46,1,0,0
2024-08-02,5,Toothpaste,Personal Care,57,55.3,0,0,0
2024-09-02,9,Tea,Beverage,41,22.01,0,0,0
2024-04-23,6,Shampoo,Personal Care,38,82.74,0,0,0
2024-12-30,2,Sugar,Grocery,32,61.95,0,0,0
2024-08-11,0,Rice,Grocery,40,37.25,0,0,0
2024-01-02,4,Cooking Oil,Grocery,41,64.68,1,0,0
2024-06-05,2,Sugar,Grocery,53,97.6,1,0,0
2024-10-12,7,Soap,Personal Care,43,45.64,1,0,0
2024-02-23,3,Salt,Grocery,52,73.74,1,0,0
2024-07-01,0,Rice,Grocery,33,59.33,0,0,0
2024-06-29,2,Sugar,Grocery,52,84.09,0,0,0
2024-10-09,9,Tea,Beverage,61,56.64,0,0,0
2024-03-07,9,Tea,Beverage,65,51.71,0,0,0
2024-06-08,1,Wheat Flour,Grocery,62,87.6,0,0,0
2024-03-08,7,Soap,Personal Care,54,93.43,0,0,0
2024-02-16,3,Salt,Grocery,42,63.66,1,0,0
2024-06-06,3,Salt,Grocery,57,81.85,1,0,0
2024-05-12,3,Salt,Grocery,62,12.27,1,0,0
2024-04-09,1,Wheat Flour,Grocery,33,14.33,1,0,0
2024-12-08,0,Rice,Grocery,63,16.51,0,0,0
2024-07-19,1,Wheat Flour,Grocery,49,12.16,0,0,0
2024-02-26,8,Milk,Dairy,61,80.19,0,0,0
2024-09-13,2,Sugar,Grocery,55,32.76,1,0,0
2024-12-28,4,Cooking Oil,Grocery,41,74.08,1,0,0
2024-01-04,1,Wheat Flour,Grocery,44,98.82,1,0,0
2024-07-29,0,Rice,Grocery,61,41.05,1,0,0
2024-01-13,1,Wheat Flour,Grocery,52,99.1,1,0,0
2024-09-24,7,Soap,Personal Care,57,55.17,0,0,0
2024-08-28,8,Milk,Dairy,19,27.3,1,0,0
2024-06-05,5,Toothpaste,Personal Care,47,83.53,1,0,0
2024-06-14,0,Rice,Grocery,48,65.03,0,0,0
2024-11-10,7,Soap,Personal Care,35,54.78,1,0,0
2024-11-15,0,Rice,Grocery,71,74.0,1,0,0
2024-11-15,8,Milk,Dairy,50,31.03,1,0,0
2024-03-14,2,Sugar,Grocery,52,21.49,1,0,0
2024-06-30,3,Salt,Grocery,61,77.24,0,0,0
2024-12-15,4,Cooking Oil,Grocery,45,14.98,0,0,0
2024-01-08,9,Tea,Beverage,51,25.69,0,0,0
2024-10-13,1,Wheat Flour,Grocery,74,51.87,1,0,0
2024-06-10,1,Wheat Flour,Grocery,53,81.8,1,0,0
2024-02-11,0,Rice,Grocery,26,66.17,0,0,0
2024-10-07,3,Salt,Grocery,54,89.31,0,0,0
2024-05-23,6,Shampoo,Personal Care,39,19.48,1,0,0
2024-02-09,5,Toothpaste,Personal Care,69,29.98,0,0,0
2024-06-13,5,Toothpaste,Personal Care,77,44.86,0,0,0
2024-06-25,3,Salt,Grocery,69,62.49,1,0,0
2024-09-02,2,Sugar,Grocery,58,20.26,0,0,0
2024-10-13,4,Cooking Oil,Grocery,59,74.93,1,0,0
2024-11-07,4,Cooking Oil,Grocery,59,41.11,0,0,0
2024-12-08,9,Tea,Beverage,54,85.67,1,0,0
2024-10-09,8,Milk,Dairy,73,10.66,1,0,0
2024-01-15,0,Rice,Grocery,50,58.66,1,0,0
2024-09-28,3,Salt,Grocery,43,60.74,0,0,0
2024-05-30,6,Shampoo,Personal Care,62,83.34,0,0,0
2024-09-08,9,Tea,Beverage,57,77.28,1,0,0
2024-03-04,8,Milk,Dairy,63,50.93,0,0,0
2024-08-18,5,Toothpaste,Personal Care,34,93.65,0,0,0
2024-08-29,4,Cooking Oil,Grocery,43,63.65,0,0,0
2024-12-10,2,Sugar,Grocery,36,51.71,1,0,0
2024-09-23,3,Salt,Grocery,67,11.53,0,0,0
2024-12-03,4,Cooking Oil,Grocery,79,47.57,1,0,0
2024-01-20,3,Salt,Grocery,61,81.07,1,0,0
2024-07-26,8,Milk,Dairy,68,42.67,0,0,0
2024-11-30,1,Wheat Flour,Grocery,51,39.42,1,0,0
2024-12-29,5,Toothpaste,Personal Care,63,75.75,1,0,0
2024-08-27,3,Salt,Grocery,60,55.41,0,0,0
2024-01-29,7,Soap,Personal Care,33,90.15,1,0,0
2024-04-03,3,Salt,Grocery,62,72.63,0,1,0
2024-04-20,6,Shampoo,Personal Care,55,53.51,0,0,0
2024-11-27,6,Shampoo,Personal Care,37,58.28,1,0,0
2024-04-05,3,Salt,Grocery,49,25.64,0,0,0
2024-06-27,8,Milk,Dairy,34,47.02,1,0,0
2024-01-11,6,Shampoo,Personal Care,50,61.92,1,0,0
2024-09-10,5,Toothpaste,Personal Care,29,32.71,0,0,0
2024-09-05,0,Rice,Grocery,58,51.34,1,0,0
2024-09-23,2,Sugar,Grocery,85,68.06,0,0,0
2024-11-14,8,Milk,Dairy,61,75.69,0,0,0
2024-05-12,2,Sugar,Grocery,60,44.59,1,0,0
2024-07-12,9,Tea,Beverage,73,69.99,1,0,0
2024-06-24,2,Sugar,Grocery,30,37.65,0,0,0
2024-01-25,3,Salt,Grocery,57,70.45,1,0,0
2024-05-25,9,Tea,Beverage,76,83.92,0,0,0
2024-04-10,0,Rice,Grocery,64,89.11,1,0,0
2024-04-12,3,Salt,Grocery,38,61.48,1,1,0
2024-08-01,7,Soap,Personal Care,43,86.85,0,0,0
2024-05-30,5,Toothpaste,Personal Care,35,63.58,1,0,0
2024-12-11,2,Sugar,Grocery,72,69.35,0,0,0
2024-03-28,6,Shampoo,Personal Care,52,36.89,1,0,0
2024-02-15,5,Toothpaste,Personal Care,56,54.05,1,0,0
2024-06-02,4,Cooking Oil,Grocery,55,29.05,1,0,0
2024-06-01,7,Soap,Personal Care,66,66.22,1,0,0
2024-09-22,8,Milk,Dairy,40,82.46,1,0,0
2024-11-23,1,Wheat Flour,Grocery,48,59.0,1,1,0
2024-05-28,9,Tea,Beverage,56,78.28,1,0,0
2024-07-15,7,Soap,Personal Care,79,93.02,0,0,0
2024-12-23,4,Cooking Oil,Grocery,60,41.18,0,0,0
2024-08-13,7,Soap,Personal Care,59,55.44,1,0,0
2024-03-26,3,Salt,Grocery,23,10.29,1,0,0
2024-11-08,8,Milk,Dairy,34,70.0,1,0,0
2024-05-13,9,Tea,Beverage,52,35.89,1,0,0
2024-03-14,1,Wheat Flour,Grocery,52,66.12,1,0,0
2024-04-10,9,Tea,Beverage,25,44.61,1,0,0
2024-07-14,9,Tea,Beverage,70,54.07,0,0,0
2024-08-31,3,Salt,Grocery,44,46.83,1,0,0
2024-05-16,7,Soap,Personal Care,32,64.9,0,0,0
2024-06-06,0,Rice,Grocery,46,97.58,0,0,0
2024-02-20,0,Rice,Grocery,40,89.99,0,0,0
2024-01-18,3,Salt,Grocery,40,38.71,0,0,0
2024-12-13,6,Shampoo,Personal Care,73,50.65,0,0,0
2024-01-06,0,Rice,Grocery,37,93.67,0,0,0
2024-11-01,9,Tea,Beverage,42,33.9,0,0,0
2024-04-15,5,Toothpaste,Personal Care,56,48.69,0,0,0
2024-10-27,9,Tea,Beverage,23,17.78,1,0,0
2024-12-27,9,Tea,Beverage,39,43.65,0,0,0
2024-02-09,9,Tea,Beverage,57,31.44,1,0,0
2024-05-09,2,Sugar,Grocery,33,30.74,0,0,0
2024-03-15,9,Tea,Beverage,49,84.02,0,0,0
2024-07-27,8,Milk,Dairy,54,49.66,0,0,0
2024-11-16,7,Soap,Personal Care,70,78.95,1,0,0
2024-03-02,7,Soap,Personal Care,7,63.37,0,0,0
